sample_id,dataset,category_or_subset,image_path,rtdetr_box_status,sam2_status,sam2_time_ms,sam2_sideview_iou,sam2_sideview_dice,yolo26_status,yolo26_time_ms,yolo26_sideview_iou,yolo26_sideview_dice,oracle_sam_iou,oracle_sam_dice
sample_0146,MmCows,Behavior_Feeding_head_down,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690296266_09-44-26_1_2.jpg,box_present,segmented,377.6,,,segmented,26.4,,,,
sample_0147,MmCows,Behavior_Feeding_head_down,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690295591_09-33-11_14_2.jpg,box_present,segmented,378.6,,,segmented,40.0,,,,
sample_0148,MmCows,Behavior_Feeding_head_down,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690315316_15-01-56_16_1.jpg,box_present,segmented,378.3,,,no_detection,50.5,,,,
sample_0149,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690296671_09-51-11_12_2.jpg,box_present,segmented,379.5,,,segmented,39.5,,,,
sample_0150,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690334996_20-29-56_3_4.jpg,box_present,segmented,377.1,,,segmented,26.8,,,,
sample_0151,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690284401_06-26-41_4_3.jpg,box_present,segmented,378.6,,,segmented,28.8,,,,
sample_0152,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690329251_18-54-11_12_1.jpg,box_present,segmented,378.0,,,segmented,56.0,,,,
sample_0153,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690285901_06-51-41_4_1.jpg,box_present,segmented,377.5,,,segmented,27.3,,,,
sample_0154,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690301636_11-13-56_16_4.jpg,box_present,segmented,378.6,,,segmented,28.0,,,,
sample_0155,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690346081_23-34-41_2_1.jpg,box_present,segmented,379.8,,,segmented,28.3,,,,
sample_0156,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690293746_09-02-26_11_4.jpg,box_present,segmented,378.0,,,segmented,23.7,,,,
sample_0157,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690309811_13-30-11_13_4.jpg,box_present,segmented,379.4,,,segmented,22.4,,,,
sample_0158,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690287086_07-11-26_7_2.jpg,box_present,segmented,378.9,,,segmented,40.2,,,,
sample_0159,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690316486_15-21-26_7_1.jpg,box_present,segmented,377.7,,,segmented,27.2,,,,
sample_0160,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690272311_03-05-11_5_4.jpg,box_present,segmented,378.8,,,segmented,26.2,,,,
sample_0161,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690276211_04-10-11_13_4.jpg,box_present,segmented,378.1,,,segmented,29.7,,,,
sample_0162,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690284356_06-25-56_7_4.jpg,box_present,segmented,379.5,,,segmented,28.6,,,,
sample_0163,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690328666_18-44-26_12_4.jpg,box_present,segmented,379.4,,,segmented,24.4,,,,
sample_0164,MmCows,Behavior_Feeding_head_up,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690273361_03-22-41_13_1.jpg,box_present,segmented,378.8,,,segmented,55.0,,,,
sample_0165,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690321076_16-37-56_16_4.jpg,box_present,segmented,379.9,,,segmented,27.9,,,,
sample_0166,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690287011_07-10-11_9_1.jpg,box_present,segmented,378.2,,,segmented,57.8,,,,
sample_0167,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690317071_15-31-11_7_2.jpg,box_present,segmented,377.1,,,segmented,29.0,,,,
sample_0168,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690320071_16-21-11_9_2.jpg,box_present,segmented,378.8,,,segmented,37.2,,,,
sample_0169,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690337096_21-04-56_4_3.jpg,box_present,segmented,378.8,,,segmented,39.3,,,,
sample_0170,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690277051_04-24-11_6_2.jpg,box_present,segmented,377.9,,,no_detection,34.5,,,,
sample_0171,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690289531_07-52-11_5_2.jpg,box_present,segmented,378.9,,,segmented,33.0,,,,
sample_0172,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690306376_12-32-56_6_3.jpg,box_present,segmented,378.6,,,segmented,30.3,,,,
sample_0173,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690273496_03-24-56_13_2.jpg,box_present,segmented,381.3,,,no_detection,25.8,,,,
sample_0174,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690300016_10-46-56_10_1.jpg,box_present,segmented,377.4,,,segmented,29.8,,,,
sample_0175,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690320506_16-28-26_16_4.jpg,box_present,segmented,377.6,,,segmented,27.9,,,,
sample_0176,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690319861_16-17-41_12_2.jpg,box_present,segmented,379.2,,,segmented,57.5,,,,
sample_0177,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690274411_03-40-11_9_4.jpg,box_present,segmented,381.0,,,segmented,34.7,,,,
sample_0178,MmCows,Behavior_Walking,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690331066_19-24-26_16_4.jpg,box_present,segmented,379.2,,,segmented,33.4,,,,
sample_0179,MmCows,Behavior_Drinking,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690272791_03-13-11_1_1.jpg,box_present,segmented,379.3,,,segmented,28.8,,,,
sample_0180,MmCows,Behavior_Drinking,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690289861_07-57-41_15_4.jpg,box_present,segmented,380.5,,,segmented,31.9,,,,
sample_0181,MmCows,Behavior_Drinking,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690305881_12-24-41_6_1.jpg,box_present,segmented,379.0,,,segmented,53.9,,,,
sample_0182,MmCows,Behavior_Drinking,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690301786_11-16-26_10_3.jpg,upstream_localization_failure,upstream_localization_failure,0.0,,,no_detection,26.7,,,,
sample_0183,MmCows,Behavior_Drinking,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690274876_03-47-56_15_1.jpg,box_present,segmented,382.3,,,segmented,28.1,,,,
sample_0184,MmCows,Behavior_Drinking,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690335191_20-33-11_8_2.jpg,box_present,segmented,378.9,,,segmented,37.2,,,,
sample_0185,MmCows,Behavior_Drinking,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690303901_11-51-41_3_1.jpg,box_present,segmented,378.7,,,segmented,31.4,,,,
sample_0186,MmCows,Behavior_Drinking,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690326401_18-06-41_3_3.jpg,box_present,segmented,378.5,,,segmented,28.3,,,,
sample_0187,MmCows,Behavior_Drinking,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690309946_13-32-26_12_2.jpg,box_present,segmented,379.0,,,no_detection,32.5,,,,
sample_0188,MmCows,Behavior_Drinking,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690280081_05-14-41_8_2.jpg,box_present,segmented,380.3,,,segmented,33.9,,,,
sample_0189,MmCows,Behavior_Drinking,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690327586_18-26-26_15_2.jpg,upstream_localization_failure,upstream_localization_failure,0.0,,,no_detection,39.2,,,,
sample_0190,MmCows,Behavior_Licking,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690342541_22-35-41_11_4.jpg,box_present,segmented,379.2,,,no_detection,21.3,,,,
sample_0191,MmCows,Behavior_Licking,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690282391_05-53-11_7_3.jpg,box_present,segmented,380.5,,,segmented,31.5,,,,
sample_0192,MmCows,Behavior_Licking,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690281881_05-44-41_7_2.jpg,box_present,segmented,378.7,,,segmented,34.6,,,,
sample_0193,MmCows,Behavior_Licking,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690340261_21-57-41_15_3.jpg,box_present,segmented,377.4,,,segmented,32.4,,,,
sample_0194,MmCows,Behavior_Licking,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690282031_05-47-11_7_2.jpg,box_present,segmented,378.9,,,segmented,33.3,,,,
sample_0195,MmCows,Behavior_Licking,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690282631_05-57-11_7_2.jpg,box_present,segmented,378.1,,,no_detection,30.9,,,,
sample_0196,MmCows,Behavior_Licking,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690328831_18-47-11_7_4.jpg,box_present,segmented,377.2,,,no_detection,18.5,,,,
sample_0197,MmCows,Behavior_Licking,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690282016_05-46-56_7_2.jpg,box_present,segmented,379.6,,,segmented,35.3,,,,
sample_0198,MmCows,Behavior_Licking,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690282796_05-59-56_7_1.jpg,box_present,segmented,378.7,,,segmented,30.1,,,,
sample_0199,MmCows,Behavior_Licking,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690282406_05-53-26_7_3.jpg,box_present,segmented,380.6,,,segmented,29.5,,,,
sample_0200,MmCows,Behavior_Licking,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690314896_14-54-56_15_1.jpg,box_present,segmented,378.7,,,segmented,27.6,,,,
sample_0201,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/503/503_0130.jpg,box_present,segmented,377.4,0.7981,0.8877,segmented,28.2,0.733,0.8459,0.9372,0.9676
sample_0202,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/962/962_0113.jpg,box_present,segmented,378.6,0.9659,0.9827,segmented,27.0,0.9019,0.9484,0.9666,0.983
sample_0203,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/733/733_0514.jpg,box_present,segmented,378.7,0.6796,0.8093,segmented,34.5,0.4712,0.6406,0.8441,0.9155
sample_0204,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/871/871_0057.jpg,box_present,segmented,377.0,0.8086,0.8942,segmented,27.0,0.7495,0.8568,0.8497,0.9187
sample_0205,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/442/442_0333.jpg,box_present,segmented,378.8,0.9557,0.9773,segmented,32.7,0.8304,0.9074,0.961,0.9801
sample_0206,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/275/275_0115.jpg,box_present,segmented,378.1,0.6974,0.8217,segmented,31.3,0.7869,0.8807,0.905,0.9501
sample_0207,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/733/733_0190.jpg,box_present,segmented,379.1,0.9162,0.9563,segmented,27.9,0.8586,0.9239,0.9265,0.9619
sample_0208,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/680/680_0155.jpg,box_present,segmented,378.6,0.9209,0.9588,segmented,27.4,0.9158,0.956,0.933,0.9653
sample_0209,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/887/887_0366.jpg,box_present,segmented,378.9,0.9141,0.9551,segmented,29.9,0.9297,0.9636,0.9336,0.9657
sample_0210,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/887/887_0547.jpg,box_present,segmented,378.0,0.8244,0.9038,segmented,28.1,0.8674,0.929,0.9594,0.9793
sample_0211,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/375/375_0152.jpg,box_present,segmented,379.1,0.8342,0.9096,segmented,30.3,0.6532,0.7902,0.8458,0.9165
sample_0212,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/444/444_0037.jpg,box_present,segmented,379.6,0.9856,0.9928,segmented,29.8,0.9607,0.98,0.9857,0.9928
sample_0213,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/955/955_0413.jpg,box_present,segmented,379.5,0.987,0.9934,segmented,27.9,0.9269,0.9621,0.987,0.9935
sample_0214,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/828/828_0168.jpg,box_present,segmented,378.7,0.8447,0.9158,segmented,27.2,0.7714,0.8709,0.8737,0.9326
sample_0215,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/275/275_0060.jpg,box_present,segmented,378.2,0.9262,0.9617,segmented,28.2,0.9366,0.9672,0.9363,0.9671
sample_0216,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/488/488_1058.jpg,box_present,segmented,379.3,0.9695,0.9845,segmented,28.8,0.9197,0.9582,0.9704,0.985
sample_0217,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/934/934_0298.jpg,box_present,segmented,378.6,0.9709,0.9852,segmented,29.3,0.9447,0.9716,0.9712,0.9854
sample_0218,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/920/920_0061.jpg,box_present,segmented,378.3,0.959,0.9791,segmented,27.5,0.8543,0.9214,0.9587,0.9789
sample_0219,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/192/192_0441.jpg,box_present,segmented,379.3,0.973,0.9863,segmented,29.8,0.8953,0.9447,0.9719,0.9857
sample_0220,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/633/633_0562.jpg,box_present,segmented,378.7,0.9754,0.9875,segmented,28.1,0.9148,0.9555,0.9753,0.9875
sample_0221,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/406/406_0034.jpg,box_present,segmented,378.9,0.8835,0.9381,segmented,26.9,0.9059,0.9506,0.9545,0.9767
sample_0222,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/544/544_0057.jpg,box_present,segmented,379.8,0.9692,0.9843,segmented,27.6,0.8406,0.9134,0.9693,0.9844
sample_0223,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/168/168_0202.jpg,box_present,segmented,379.3,0.9336,0.9657,segmented,31.9,0.7609,0.8642,0.9463,0.9724
sample_0224,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/545/545_0243.jpg,box_present,segmented,379.2,0.9688,0.9841,segmented,30.1,0.9068,0.9511,0.9697,0.9846
sample_0225,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/436/436_0040.jpg,box_present,segmented,379.1,0.9732,0.9864,segmented,28.0,0.9051,0.9502,0.9691,0.9843
sample_0226,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/828/828_0214.jpg,box_present,segmented,379.6,0.8927,0.9433,segmented,34.2,0.4955,0.6627,0.6363,0.7777
sample_0227,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/403/403_0244.jpg,box_present,segmented,379.2,0.9024,0.9487,segmented,31.4,0.8281,0.9059,0.9196,0.9581
sample_0228,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/367/367_0191.jpg,box_present,segmented,378.7,0.8655,0.9279,segmented,28.6,0.8352,0.9102,0.9048,0.95
sample_0229,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/320/320_0774.jpg,box_present,segmented,378.6,0.9112,0.9535,no_detection,27.3,,,0.9691,0.9843
sample_0230,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/323/323_0050.jpg,box_present,segmented,378.8,0.8661,0.9282,segmented,30.3,0.791,0.8833,0.9413,0.9697
sample_0231,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/737/737_0132.jpg,box_present,segmented,378.2,0.9642,0.9818,segmented,29.4,0.9707,0.9851,0.9628,0.981
sample_0232,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/355/355_0372.jpg,box_present,segmented,378.7,0.7831,0.8784,segmented,33.6,0.7072,0.8285,0.8537,0.9211
sample_0233,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/207/207_0024.jpg,box_present,segmented,379.0,0.9818,0.9908,segmented,24.9,0.962,0.9807,0.9819,0.9909
sample_0234,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/700/700_0490.jpg,box_present,segmented,378.2,0.9367,0.9673,segmented,33.7,0.8559,0.9223,0.9661,0.9827
sample_0235,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/909/909_0364.jpg,box_present,segmented,379.6,0.8812,0.9369,segmented,29.2,0.822,0.9023,0.9379,0.9679
sample_0236,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/374/374_0005.jpg,box_present,segmented,379.8,0.9393,0.9687,segmented,27.2,0.8816,0.9371,0.9463,0.9724
sample_0237,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/958/958_0178.jpg,box_present,segmented,379.7,0.8478,0.9176,segmented,27.0,0.8108,0.8955,0.958,0.9785
sample_0238,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/975/975_0183.jpg,box_present,segmented,379.8,0.7899,0.8826,segmented,37.2,0.7324,0.8456,0.8821,0.9373
sample_0239,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/345/345_0354.jpg,box_present,segmented,378.9,0.6291,0.7723,segmented,25.5,0.965,0.9822,0.7323,0.8455
sample_0240,SideViewCows2026,ReID_parlor,datasets/id/external/sideviewcows2026/parlor/images/823/823_0012.jpg,box_present,segmented,379.5,0.9172,0.9568,segmented,27.6,0.8576,0.9233,0.9517,0.9753
sample_0241,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/687/687_0022.jpg,box_present,segmented,379.7,0.9895,0.9947,segmented,30.0,0.9424,0.9703,0.9894,0.9947
sample_0242,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/491/491_0086.jpg,box_present,segmented,380.7,0.8993,0.947,segmented,29.1,0.8504,0.9192,0.9659,0.9826
sample_0243,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/128/128_0217.jpg,box_present,segmented,380.3,0.9731,0.9864,segmented,28.5,0.9398,0.9689,0.9853,0.9926
sample_0244,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/594/594_0847.jpg,box_present,segmented,379.1,0.9722,0.9859,segmented,29.2,0.9333,0.9655,0.9723,0.986
sample_0245,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/320/320_0011.jpg,box_present,segmented,380.9,0.9856,0.9927,segmented,29.6,0.9442,0.9713,0.9862,0.9931
sample_0246,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/475/475_0091.jpg,box_present,segmented,382.1,0.907,0.9512,segmented,29.7,0.832,0.9083,0.9103,0.953
sample_0247,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/684/684_0327.jpg,box_present,segmented,380.8,0.8976,0.9461,segmented,29.3,0.8139,0.8974,0.9585,0.9788
sample_0248,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/345/345_0146.jpg,box_present,segmented,380.6,0.9552,0.9771,segmented,28.8,0.8972,0.9458,0.9531,0.976
sample_0249,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/826/826_0280.jpg,box_present,segmented,380.3,0.9546,0.9768,segmented,28.3,0.9452,0.9718,0.9553,0.9771
sample_0250,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/510/510_0342.jpg,box_present,segmented,379.1,0.9887,0.9943,segmented,28.7,0.9358,0.9668,0.9887,0.9943
sample_0251,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/207/207_0156.jpg,box_present,segmented,380.7,0.989,0.9945,segmented,28.0,0.9308,0.9642,0.989,0.9945
sample_0252,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/128/128_0078.jpg,box_present,segmented,379.5,0.9561,0.9776,segmented,29.0,0.9172,0.9568,0.9573,0.9782
sample_0253,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/594/594_0445.jpg,box_present,segmented,381.6,0.9801,0.99,segmented,29.5,0.9301,0.9638,0.9808,0.9903
sample_0254,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/559/559_0015.jpg,box_present,segmented,380.0,0.9808,0.9903,segmented,28.7,0.917,0.9567,0.9808,0.9903
sample_0255,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/171/171_0426.jpg,box_present,segmented,380.2,0.8536,0.921,segmented,28.5,0.8725,0.9319,0.862,0.9259
sample_0256,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/733/733_0257.jpg,box_present,segmented,380.1,0.9821,0.991,segmented,28.7,0.9275,0.9624,0.9826,0.9912
sample_0257,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/680/680_0227.jpg,box_present,segmented,380.4,0.7149,0.8338,segmented,29.1,0.9114,0.9536,0.7219,0.8385
sample_0258,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/275/275_0064.jpg,box_present,segmented,380.4,0.987,0.9935,segmented,28.5,0.9357,0.9668,0.9871,0.9935
sample_0259,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/733/733_0128.jpg,box_present,segmented,382.2,0.9772,0.9884,segmented,28.8,0.936,0.9669,0.9767,0.9882
sample_0260,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/955/955_0234.jpg,box_present,segmented,382.0,0.9789,0.9893,segmented,28.8,0.9121,0.954,0.9788,0.9893
sample_0261,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/503/503_0154.jpg,box_present,segmented,381.0,0.968,0.9838,segmented,28.5,0.9172,0.9568,0.9689,0.9842
sample_0262,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/529/529_0809.jpg,box_present,segmented,380.4,0.9789,0.9893,segmented,28.8,0.9128,0.9544,0.9789,0.9893
sample_0263,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/826/826_0121.jpg,box_present,segmented,381.2,0.9726,0.9861,segmented,29.2,0.9255,0.9613,0.9722,0.9859
sample_0264,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/124/124_0275.jpg,box_present,segmented,380.1,0.989,0.9944,segmented,29.0,0.9421,0.9702,0.9888,0.9944
sample_0265,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/192/192_0021.jpg,box_present,segmented,381.7,0.9761,0.9879,segmented,28.6,0.9378,0.9679,0.9759,0.9878
sample_0266,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/217/217_0081.jpg,box_present,segmented,388.2,0.9409,0.9695,segmented,29.1,0.9066,0.951,0.944,0.9712
sample_0267,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/733/733_0054.jpg,box_present,segmented,387.5,0.9851,0.9925,segmented,28.2,0.9447,0.9716,0.9854,0.9926
sample_0268,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/594/594_0232.jpg,box_present,segmented,384.2,0.9859,0.9929,segmented,29.5,0.9391,0.9686,0.9859,0.9929
sample_0269,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/633/633_0299.jpg,box_present,segmented,396.8,0.9847,0.9923,segmented,28.3,0.9305,0.964,0.9846,0.9923
sample_0270,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/413/413_0058.jpg,box_present,segmented,381.0,0.9282,0.9628,segmented,28.9,0.9056,0.9505,0.9341,0.9659
sample_0271,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/853/853_0069.jpg,box_present,segmented,381.9,0.9954,0.9977,segmented,29.3,0.9439,0.9711,0.9955,0.9977
sample_0272,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/684/684_0243.jpg,box_present,segmented,387.3,0.8709,0.931,segmented,28.7,0.813,0.8968,0.9056,0.9504
sample_0273,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/444/444_0245.jpg,box_present,segmented,389.0,0.9597,0.9794,segmented,28.5,0.824,0.9035,0.9587,0.9789
sample_0274,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/998/998_0038.jpg,box_present,segmented,383.7,0.8918,0.9428,segmented,28.4,0.8334,0.9091,0.8849,0.9389
sample_0275,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/436/436_0219.jpg,box_present,segmented,390.7,0.9683,0.9839,segmented,28.7,0.8599,0.9247,0.9689,0.9842
sample_0276,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/503/503_0088.jpg,box_present,segmented,380.8,0.9106,0.9532,segmented,28.2,0.852,0.9201,0.928,0.9626
sample_0277,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/594/594_0137.jpg,box_present,segmented,394.3,0.0,0.0,segmented,29.1,0.0,0.0,0.9633,0.9813
sample_0278,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/436/436_0193.jpg,box_present,segmented,380.5,0.9721,0.9858,segmented,28.9,0.8651,0.9276,0.9719,0.9858
sample_0279,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/124/124_0197.jpg,box_present,segmented,383.5,0.9885,0.9942,segmented,28.4,0.947,0.9728,0.989,0.9945
sample_0280,SideViewCows2026,ReID_barn,datasets/id/external/sideviewcows2026/barn/images/433/433_0272.jpg,box_present,segmented,389.3,0.9845,0.9922,segmented,28.1,0.9402,0.9692,0.9844,0.9922
sample_0281,SideViewCows2026,ReID_snapshots,datasets/id/external/sideviewcows2026/snapshots/images/955/955_0007.jpg,box_present,segmented,380.9,0.9786,0.9892,segmented,41.7,0.8952,0.9447,0.9778,0.9888
