sample_id,dataset,category_or_subset,model_name,num_detections,top_confidence,detection_status,inference_time_ms
sample_0105,MmCows,Behavior_Lying,YOLOv8s,0,,no_detection,21.49
sample_0105,MmCows,Behavior_Lying,FasterRCNN_v2,5,0.9903,detected,462.81
sample_0105,MmCows,Behavior_Lying,RT-DETR-L,7,0.494,detected,93.87
sample_0106,MmCows,Behavior_Lying,YOLOv8s,0,,no_detection,20.16
sample_0106,MmCows,Behavior_Lying,FasterRCNN_v2,2,0.7146,detected,474.55
sample_0106,MmCows,Behavior_Lying,RT-DETR-L,0,,no_detection,93.55
sample_0107,MmCows,Behavior_Lying,YOLOv8s,0,,no_detection,50.17
sample_0107,MmCows,Behavior_Lying,FasterRCNN_v2,1,0.29,detected,385.68
sample_0107,MmCows,Behavior_Lying,RT-DETR-L,1,0.3938,detected,94.74
sample_0108,MmCows,Behavior_Lying,YOLOv8s,0,,no_detection,39.29
sample_0108,MmCows,Behavior_Lying,FasterRCNN_v2,2,0.5482,detected,448.91
sample_0108,MmCows,Behavior_Lying,RT-DETR-L,0,,no_detection,93.99
sample_0109,MmCows,Behavior_Lying,YOLOv8s,0,,no_detection,18.34
sample_0109,MmCows,Behavior_Lying,FasterRCNN_v2,3,0.5559,detected,378.01
sample_0109,MmCows,Behavior_Lying,RT-DETR-L,5,0.3139,detected,94.33
sample_0110,MmCows,Behavior_Lying,YOLOv8s,0,,no_detection,54.06
sample_0110,MmCows,Behavior_Lying,FasterRCNN_v2,6,0.9791,detected,408.61
sample_0110,MmCows,Behavior_Lying,RT-DETR-L,4,0.9208,detected,94.4
sample_0111,MmCows,Behavior_Lying,YOLOv8s,2,0.2913,detected,27.12
sample_0111,MmCows,Behavior_Lying,FasterRCNN_v2,6,0.9585,detected,446.08
sample_0111,MmCows,Behavior_Lying,RT-DETR-L,15,0.7454,detected,94.47
sample_0112,MmCows,Behavior_Lying,YOLOv8s,1,0.7572,detected,27.02
sample_0112,MmCows,Behavior_Lying,FasterRCNN_v2,5,0.9762,detected,380.48
sample_0112,MmCows,Behavior_Lying,RT-DETR-L,6,0.6508,detected,94.47
sample_0113,MmCows,Behavior_Lying,YOLOv8s,0,,no_detection,17.99
sample_0113,MmCows,Behavior_Lying,FasterRCNN_v2,5,0.959,detected,358.23
sample_0113,MmCows,Behavior_Lying,RT-DETR-L,8,0.6773,detected,94.28
sample_0114,MmCows,Behavior_Lying,YOLOv8s,0,,no_detection,22.48
sample_0114,MmCows,Behavior_Lying,FasterRCNN_v2,2,0.8908,detected,477.13
sample_0114,MmCows,Behavior_Lying,RT-DETR-L,5,0.485,detected,93.74
sample_0115,MmCows,Behavior_Lying,YOLOv8s,0,,no_detection,18.22
sample_0115,MmCows,Behavior_Lying,FasterRCNN_v2,0,,no_detection,375.78
sample_0115,MmCows,Behavior_Lying,RT-DETR-L,0,,no_detection,94.07
sample_0116,MmCows,Behavior_Lying,YOLOv8s,0,,no_detection,20.33
sample_0116,MmCows,Behavior_Lying,FasterRCNN_v2,0,,no_detection,380.9
sample_0116,MmCows,Behavior_Lying,RT-DETR-L,0,,no_detection,93.92
sample_0117,MmCows,Behavior_Standing,YOLOv8s,2,0.8946,detected,22.89
sample_0117,MmCows,Behavior_Standing,FasterRCNN_v2,8,0.9994,detected,469.75
sample_0117,MmCows,Behavior_Standing,RT-DETR-L,5,0.9591,detected,94.79
sample_0118,MmCows,Behavior_Standing,YOLOv8s,0,,no_detection,36.37
sample_0118,MmCows,Behavior_Standing,FasterRCNN_v2,1,0.6429,detected,408.8
sample_0118,MmCows,Behavior_Standing,RT-DETR-L,2,0.8014,detected,94.59
sample_0119,MmCows,Behavior_Standing,YOLOv8s,0,,no_detection,33.54
sample_0119,MmCows,Behavior_Standing,FasterRCNN_v2,0,,no_detection,423.6
sample_0119,MmCows,Behavior_Standing,RT-DETR-L,4,0.6174,detected,94.28
sample_0120,MmCows,Behavior_Standing,YOLOv8s,1,0.428,detected,22.1
sample_0120,MmCows,Behavior_Standing,FasterRCNN_v2,2,0.8824,detected,459.79
sample_0120,MmCows,Behavior_Standing,RT-DETR-L,6,0.3933,detected,94.23
sample_0121,MmCows,Behavior_Standing,YOLOv8s,0,,no_detection,32.35
sample_0121,MmCows,Behavior_Standing,FasterRCNN_v2,0,,no_detection,337.22
sample_0121,MmCows,Behavior_Standing,RT-DETR-L,4,0.4568,detected,94.0
sample_0122,MmCows,Behavior_Standing,YOLOv8s,2,0.8223,detected,48.79
sample_0122,MmCows,Behavior_Standing,FasterRCNN_v2,6,0.9989,detected,443.77
sample_0122,MmCows,Behavior_Standing,RT-DETR-L,4,0.939,detected,94.66
sample_0123,MmCows,Behavior_Standing,YOLOv8s,1,0.9127,detected,27.66
sample_0123,MmCows,Behavior_Standing,FasterRCNN_v2,12,0.9989,detected,414.14
sample_0123,MmCows,Behavior_Standing,RT-DETR-L,7,0.962,detected,94.81
sample_0124,MmCows,Behavior_Standing,YOLOv8s,4,0.6343,detected,24.59
sample_0124,MmCows,Behavior_Standing,FasterRCNN_v2,7,0.9922,detected,398.89
sample_0124,MmCows,Behavior_Standing,RT-DETR-L,4,0.9317,detected,94.76
sample_0125,MmCows,Behavior_Standing,YOLOv8s,3,0.8964,detected,22.06
sample_0125,MmCows,Behavior_Standing,FasterRCNN_v2,9,0.9989,detected,503.25
sample_0125,MmCows,Behavior_Standing,RT-DETR-L,9,0.9727,detected,94.77
sample_0126,MmCows,Behavior_Standing,YOLOv8s,4,0.8115,detected,25.45
sample_0126,MmCows,Behavior_Standing,FasterRCNN_v2,14,0.9971,detected,507.44
sample_0126,MmCows,Behavior_Standing,RT-DETR-L,3,0.9638,detected,94.81
sample_0127,MmCows,Behavior_Standing,YOLOv8s,0,,no_detection,34.77
sample_0127,MmCows,Behavior_Standing,FasterRCNN_v2,3,0.6114,detected,451.44
sample_0127,MmCows,Behavior_Standing,RT-DETR-L,24,0.5133,detected,95.04
sample_0128,MmCows,Behavior_Standing,YOLOv8s,1,0.7664,detected,25.64
sample_0128,MmCows,Behavior_Standing,FasterRCNN_v2,3,0.9882,detected,427.82
sample_0128,MmCows,Behavior_Standing,RT-DETR-L,9,0.9718,detected,94.1
sample_0129,MmCows,Behavior_Standing,YOLOv8s,2,0.6456,detected,25.37
sample_0129,MmCows,Behavior_Standing,FasterRCNN_v2,8,0.9871,detected,444.7
sample_0129,MmCows,Behavior_Standing,RT-DETR-L,17,0.456,detected,94.19
sample_0130,MmCows,Behavior_Standing,YOLOv8s,0,,no_detection,20.6
sample_0130,MmCows,Behavior_Standing,FasterRCNN_v2,1,0.8751,detected,505.58
sample_0130,MmCows,Behavior_Standing,RT-DETR-L,9,0.5586,detected,94.44
sample_0131,MmCows,Behavior_Standing,YOLOv8s,0,,no_detection,24.48
sample_0131,MmCows,Behavior_Standing,FasterRCNN_v2,3,0.9714,detected,437.25
sample_0131,MmCows,Behavior_Standing,RT-DETR-L,8,0.5012,detected,94.23
sample_0132,MmCows,Behavior_Standing,YOLOv8s,1,0.3342,detected,23.85
sample_0132,MmCows,Behavior_Standing,FasterRCNN_v2,6,0.971,detected,487.08
sample_0132,MmCows,Behavior_Standing,RT-DETR-L,6,0.7296,detected,93.95
sample_0133,MmCows,Behavior_Feeding_head_down,YOLOv8s,2,0.5971,detected,35.61
sample_0133,MmCows,Behavior_Feeding_head_down,FasterRCNN_v2,2,0.974,detected,414.11
sample_0133,MmCows,Behavior_Feeding_head_down,RT-DETR-L,4,0.579,detected,94.78
sample_0134,MmCows,Behavior_Feeding_head_down,YOLOv8s,3,0.9348,detected,27.37
sample_0134,MmCows,Behavior_Feeding_head_down,FasterRCNN_v2,5,0.9976,detected,447.59
sample_0134,MmCows,Behavior_Feeding_head_down,RT-DETR-L,9,0.5711,detected,95.09
sample_0135,MmCows,Behavior_Feeding_head_down,YOLOv8s,1,0.7523,detected,36.15
sample_0135,MmCows,Behavior_Feeding_head_down,FasterRCNN_v2,3,0.9962,detected,466.08
sample_0135,MmCows,Behavior_Feeding_head_down,RT-DETR-L,1,0.9326,detected,94.65
sample_0136,MmCows,Behavior_Feeding_head_down,YOLOv8s,1,0.6036,detected,22.26
sample_0136,MmCows,Behavior_Feeding_head_down,FasterRCNN_v2,3,0.9996,detected,480.1
sample_0136,MmCows,Behavior_Feeding_head_down,RT-DETR-L,2,0.8945,detected,95.0
sample_0137,MmCows,Behavior_Feeding_head_down,YOLOv8s,0,,no_detection,31.01
sample_0137,MmCows,Behavior_Feeding_head_down,FasterRCNN_v2,1,0.8722,detected,388.82
sample_0137,MmCows,Behavior_Feeding_head_down,RT-DETR-L,2,0.6931,detected,94.63
sample_0138,MmCows,Behavior_Feeding_head_down,YOLOv8s,0,,no_detection,57.34
sample_0138,MmCows,Behavior_Feeding_head_down,FasterRCNN_v2,1,0.4747,detected,424.67
sample_0138,MmCows,Behavior_Feeding_head_down,RT-DETR-L,0,,no_detection,94.11
sample_0139,MmCows,Behavior_Feeding_head_down,YOLOv8s,2,0.7402,detected,24.75
sample_0139,MmCows,Behavior_Feeding_head_down,FasterRCNN_v2,8,0.9677,detected,466.44
sample_0139,MmCows,Behavior_Feeding_head_down,RT-DETR-L,6,0.8934,detected,94.23
sample_0140,MmCows,Behavior_Feeding_head_down,YOLOv8s,0,,no_detection,33.01
sample_0140,MmCows,Behavior_Feeding_head_down,FasterRCNN_v2,0,,no_detection,318.88
sample_0140,MmCows,Behavior_Feeding_head_down,RT-DETR-L,2,0.4885,detected,94.33
sample_0141,MmCows,Behavior_Feeding_head_down,YOLOv8s,2,0.6658,detected,23.31
sample_0141,MmCows,Behavior_Feeding_head_down,FasterRCNN_v2,8,0.9953,detected,461.35
sample_0141,MmCows,Behavior_Feeding_head_down,RT-DETR-L,5,0.9294,detected,94.37
sample_0142,MmCows,Behavior_Feeding_head_down,YOLOv8s,1,0.7148,detected,22.99
sample_0142,MmCows,Behavior_Feeding_head_down,FasterRCNN_v2,8,0.9989,detected,446.22
sample_0142,MmCows,Behavior_Feeding_head_down,RT-DETR-L,4,0.9189,detected,95.34
sample_0143,MmCows,Behavior_Feeding_head_down,YOLOv8s,2,0.8344,detected,27.07
sample_0143,MmCows,Behavior_Feeding_head_down,FasterRCNN_v2,6,0.9995,detected,408.84
sample_0143,MmCows,Behavior_Feeding_head_down,RT-DETR-L,2,0.9663,detected,94.41
sample_0144,MmCows,Behavior_Feeding_head_down,YOLOv8s,2,0.8376,detected,24.62
sample_0144,MmCows,Behavior_Feeding_head_down,FasterRCNN_v2,3,0.9993,detected,468.86
sample_0144,MmCows,Behavior_Feeding_head_down,RT-DETR-L,3,0.9558,detected,94.97
sample_0145,MmCows,Behavior_Feeding_head_down,YOLOv8s,2,0.3556,detected,34.67
sample_0145,MmCows,Behavior_Feeding_head_down,FasterRCNN_v2,6,0.9869,detected,430.62
sample_0145,MmCows,Behavior_Feeding_head_down,RT-DETR-L,10,0.6311,detected,94.96
sample_0146,MmCows,Behavior_Feeding_head_down,YOLOv8s,1,0.4975,detected,22.01
sample_0146,MmCows,Behavior_Feeding_head_down,FasterRCNN_v2,2,0.9957,detected,459.47
sample_0146,MmCows,Behavior_Feeding_head_down,RT-DETR-L,3,0.9357,detected,94.66
sample_0147,MmCows,Behavior_Feeding_head_down,YOLOv8s,1,0.5485,detected,30.99
sample_0147,MmCows,Behavior_Feeding_head_down,FasterRCNN_v2,2,0.8936,detected,378.61
sample_0147,MmCows,Behavior_Feeding_head_down,RT-DETR-L,2,0.8642,detected,94.76
sample_0148,MmCows,Behavior_Feeding_head_down,YOLOv8s,0,,no_detection,42.56
sample_0148,MmCows,Behavior_Feeding_head_down,FasterRCNN_v2,1,0.6045,detected,450.09
sample_0148,MmCows,Behavior_Feeding_head_down,RT-DETR-L,2,0.28,detected,94.57
sample_0149,MmCows,Behavior_Feeding_head_up,YOLOv8s,1,0.4599,detected,31.59
sample_0149,MmCows,Behavior_Feeding_head_up,FasterRCNN_v2,7,0.9787,detected,378.42
sample_0149,MmCows,Behavior_Feeding_head_up,RT-DETR-L,4,0.6279,detected,94.42
sample_0150,MmCows,Behavior_Feeding_head_up,YOLOv8s,2,0.7834,detected,21.88
sample_0150,MmCows,Behavior_Feeding_head_up,FasterRCNN_v2,3,0.9978,detected,338.89
sample_0150,MmCows,Behavior_Feeding_head_up,RT-DETR-L,1,0.9654,detected,94.5
sample_0151,MmCows,Behavior_Feeding_head_up,YOLOv8s,0,,no_detection,24.19
sample_0151,MmCows,Behavior_Feeding_head_up,FasterRCNN_v2,1,0.6071,detected,491.5
sample_0151,MmCows,Behavior_Feeding_head_up,RT-DETR-L,7,0.9413,detected,93.92
sample_0152,MmCows,Behavior_Feeding_head_up,YOLOv8s,1,0.3202,detected,36.92
sample_0152,MmCows,Behavior_Feeding_head_up,FasterRCNN_v2,4,0.9741,detected,391.99
sample_0152,MmCows,Behavior_Feeding_head_up,RT-DETR-L,4,0.9455,detected,93.99
sample_0153,MmCows,Behavior_Feeding_head_up,YOLOv8s,1,0.7366,detected,22.69
sample_0153,MmCows,Behavior_Feeding_head_up,FasterRCNN_v2,2,0.998,detected,467.39
sample_0153,MmCows,Behavior_Feeding_head_up,RT-DETR-L,3,0.9095,detected,94.18
sample_0154,MmCows,Behavior_Feeding_head_up,YOLOv8s,2,0.8817,detected,24.8
sample_0154,MmCows,Behavior_Feeding_head_up,FasterRCNN_v2,4,0.9976,detected,476.62
sample_0154,MmCows,Behavior_Feeding_head_up,RT-DETR-L,2,0.9627,detected,94.56
sample_0155,MmCows,Behavior_Feeding_head_up,YOLOv8s,2,0.6508,detected,22.95
sample_0155,MmCows,Behavior_Feeding_head_up,FasterRCNN_v2,6,0.9921,detected,459.25
sample_0155,MmCows,Behavior_Feeding_head_up,RT-DETR-L,9,0.5001,detected,95.1
sample_0156,MmCows,Behavior_Feeding_head_up,YOLOv8s,2,0.4318,detected,20.05
sample_0156,MmCows,Behavior_Feeding_head_up,FasterRCNN_v2,3,0.9262,detected,395.31
sample_0156,MmCows,Behavior_Feeding_head_up,RT-DETR-L,5,0.5822,detected,94.29
sample_0157,MmCows,Behavior_Feeding_head_up,YOLOv8s,0,,no_detection,17.86
sample_0157,MmCows,Behavior_Feeding_head_up,FasterRCNN_v2,1,0.3864,detected,270.24
sample_0157,MmCows,Behavior_Feeding_head_up,RT-DETR-L,7,0.5912,detected,94.59
sample_0158,MmCows,Behavior_Feeding_head_up,YOLOv8s,1,0.2705,detected,31.85
sample_0158,MmCows,Behavior_Feeding_head_up,FasterRCNN_v2,3,0.7495,detected,377.71
sample_0158,MmCows,Behavior_Feeding_head_up,RT-DETR-L,3,0.4589,detected,94.32
sample_0159,MmCows,Behavior_Feeding_head_up,YOLOv8s,0,,no_detection,21.84
sample_0159,MmCows,Behavior_Feeding_head_up,FasterRCNN_v2,2,0.8677,detected,459.66
sample_0159,MmCows,Behavior_Feeding_head_up,RT-DETR-L,3,0.8807,detected,94.63
sample_0160,MmCows,Behavior_Feeding_head_up,YOLOv8s,2,0.8429,detected,21.29
sample_0160,MmCows,Behavior_Feeding_head_up,FasterRCNN_v2,4,0.9955,detected,402.79
sample_0160,MmCows,Behavior_Feeding_head_up,RT-DETR-L,4,0.8775,detected,94.91
sample_0161,MmCows,Behavior_Feeding_head_up,YOLOv8s,2,0.7905,detected,23.94
sample_0161,MmCows,Behavior_Feeding_head_up,FasterRCNN_v2,8,0.9912,detected,475.39
sample_0161,MmCows,Behavior_Feeding_head_up,RT-DETR-L,14,0.6348,detected,94.83
sample_0162,MmCows,Behavior_Feeding_head_up,YOLOv8s,2,0.7785,detected,23.63
sample_0162,MmCows,Behavior_Feeding_head_up,FasterRCNN_v2,5,0.9995,detected,496.9
sample_0162,MmCows,Behavior_Feeding_head_up,RT-DETR-L,6,0.5998,detected,95.34
sample_0163,MmCows,Behavior_Feeding_head_up,YOLOv8s,5,0.8941,detected,22.57
sample_0163,MmCows,Behavior_Feeding_head_up,FasterRCNN_v2,8,0.9917,detected,408.04
sample_0163,MmCows,Behavior_Feeding_head_up,RT-DETR-L,8,0.6182,detected,94.71
sample_0164,MmCows,Behavior_Feeding_head_up,YOLOv8s,1,0.7775,detected,40.48
sample_0164,MmCows,Behavior_Feeding_head_up,FasterRCNN_v2,2,0.9911,detected,386.03
sample_0164,MmCows,Behavior_Feeding_head_up,RT-DETR-L,2,0.9184,detected,94.57
sample_0165,MmCows,Behavior_Walking,YOLOv8s,2,0.8759,detected,22.88
sample_0165,MmCows,Behavior_Walking,FasterRCNN_v2,5,0.9917,detected,460.16
sample_0165,MmCows,Behavior_Walking,RT-DETR-L,4,0.9457,detected,94.9
sample_0166,MmCows,Behavior_Walking,YOLOv8s,3,0.7034,detected,37.06
sample_0166,MmCows,Behavior_Walking,FasterRCNN_v2,7,0.9979,detected,413.18
sample_0166,MmCows,Behavior_Walking,RT-DETR-L,2,0.9666,detected,94.07
sample_0167,MmCows,Behavior_Walking,YOLOv8s,1,0.7739,detected,23.55
sample_0167,MmCows,Behavior_Walking,FasterRCNN_v2,5,0.9731,detected,345.12
sample_0167,MmCows,Behavior_Walking,RT-DETR-L,6,0.8745,detected,94.64
sample_0168,MmCows,Behavior_Walking,YOLOv8s,0,,no_detection,28.96
sample_0168,MmCows,Behavior_Walking,FasterRCNN_v2,11,0.9917,detected,400.44
sample_0168,MmCows,Behavior_Walking,RT-DETR-L,4,0.8989,detected,94.33
sample_0169,MmCows,Behavior_Walking,YOLOv8s,1,0.5507,detected,32.4
sample_0169,MmCows,Behavior_Walking,FasterRCNN_v2,3,0.9972,detected,379.14
sample_0169,MmCows,Behavior_Walking,RT-DETR-L,1,0.95,detected,94.05
sample_0170,MmCows,Behavior_Walking,YOLOv8s,0,,no_detection,29.55
sample_0170,MmCows,Behavior_Walking,FasterRCNN_v2,3,0.9657,detected,393.99
sample_0170,MmCows,Behavior_Walking,RT-DETR-L,1,0.8306,detected,94.14
sample_0171,MmCows,Behavior_Walking,YOLOv8s,1,0.415,detected,36.45
sample_0171,MmCows,Behavior_Walking,FasterRCNN_v2,3,0.7352,detected,393.26
sample_0171,MmCows,Behavior_Walking,RT-DETR-L,7,0.3627,detected,94.11
sample_0172,MmCows,Behavior_Walking,YOLOv8s,1,0.4364,detected,25.91
sample_0172,MmCows,Behavior_Walking,FasterRCNN_v2,4,0.9964,detected,455.2
sample_0172,MmCows,Behavior_Walking,RT-DETR-L,1,0.8937,detected,93.94
sample_0173,MmCows,Behavior_Walking,YOLOv8s,0,,no_detection,20.92
sample_0173,MmCows,Behavior_Walking,FasterRCNN_v2,0,,no_detection,486.62
sample_0173,MmCows,Behavior_Walking,RT-DETR-L,6,0.3925,detected,93.63
sample_0174,MmCows,Behavior_Walking,YOLOv8s,3,0.8688,detected,24.11
sample_0174,MmCows,Behavior_Walking,FasterRCNN_v2,8,0.9986,detected,434.86
sample_0174,MmCows,Behavior_Walking,RT-DETR-L,7,0.973,detected,94.76
sample_0175,MmCows,Behavior_Walking,YOLOv8s,0,,no_detection,24.55
sample_0175,MmCows,Behavior_Walking,FasterRCNN_v2,1,0.8879,detected,435.64
sample_0175,MmCows,Behavior_Walking,RT-DETR-L,4,0.5595,detected,94.57
sample_0176,MmCows,Behavior_Walking,YOLOv8s,1,0.8274,detected,33.8
sample_0176,MmCows,Behavior_Walking,FasterRCNN_v2,1,0.6427,detected,477.01
sample_0176,MmCows,Behavior_Walking,RT-DETR-L,1,0.9342,detected,93.83
sample_0177,MmCows,Behavior_Walking,YOLOv8s,2,0.9019,detected,35.47
sample_0177,MmCows,Behavior_Walking,FasterRCNN_v2,4,0.9989,detected,416.93
sample_0177,MmCows,Behavior_Walking,RT-DETR-L,4,0.9327,detected,95.56
sample_0178,MmCows,Behavior_Walking,YOLOv8s,2,0.6767,detected,27.55
sample_0178,MmCows,Behavior_Walking,FasterRCNN_v2,3,0.9766,detected,368.01
sample_0178,MmCows,Behavior_Walking,RT-DETR-L,5,0.5533,detected,94.48
sample_0179,MmCows,Behavior_Drinking,YOLOv8s,2,0.7391,detected,22.41
sample_0179,MmCows,Behavior_Drinking,FasterRCNN_v2,4,0.9915,detected,465.77
sample_0179,MmCows,Behavior_Drinking,RT-DETR-L,5,0.8846,detected,94.18
sample_0180,MmCows,Behavior_Drinking,YOLOv8s,1,0.8813,detected,26.17
sample_0180,MmCows,Behavior_Drinking,FasterRCNN_v2,3,0.9989,detected,428.83
sample_0180,MmCows,Behavior_Drinking,RT-DETR-L,1,0.9593,detected,95.0
sample_0181,MmCows,Behavior_Drinking,YOLOv8s,2,0.5769,detected,37.6
sample_0181,MmCows,Behavior_Drinking,FasterRCNN_v2,4,0.957,detected,457.38
sample_0181,MmCows,Behavior_Drinking,RT-DETR-L,6,0.4473,detected,94.98
sample_0182,MmCows,Behavior_Drinking,YOLOv8s,0,,no_detection,23.39
sample_0182,MmCows,Behavior_Drinking,FasterRCNN_v2,2,0.9788,detected,455.19
sample_0182,MmCows,Behavior_Drinking,RT-DETR-L,0,,no_detection,94.77
sample_0183,MmCows,Behavior_Drinking,YOLOv8s,1,0.2762,detected,23.28
sample_0183,MmCows,Behavior_Drinking,FasterRCNN_v2,3,0.9803,detected,468.35
sample_0183,MmCows,Behavior_Drinking,RT-DETR-L,4,0.6159,detected,94.21
sample_0184,MmCows,Behavior_Drinking,YOLOv8s,3,0.7801,detected,29.28
sample_0184,MmCows,Behavior_Drinking,FasterRCNN_v2,8,0.9959,detected,389.01
sample_0184,MmCows,Behavior_Drinking,RT-DETR-L,8,0.9499,detected,94.36
sample_0185,MmCows,Behavior_Drinking,YOLOv8s,3,0.5962,detected,24.73
sample_0185,MmCows,Behavior_Drinking,FasterRCNN_v2,2,0.9751,detected,411.06
sample_0185,MmCows,Behavior_Drinking,RT-DETR-L,3,0.9454,detected,95.15
sample_0186,MmCows,Behavior_Drinking,YOLOv8s,1,0.8735,detected,23.76
sample_0186,MmCows,Behavior_Drinking,FasterRCNN_v2,3,0.9992,detected,487.33
sample_0186,MmCows,Behavior_Drinking,RT-DETR-L,1,0.9725,detected,94.46
sample_0187,MmCows,Behavior_Drinking,YOLOv8s,0,,no_detection,26.87
sample_0187,MmCows,Behavior_Drinking,FasterRCNN_v2,3,0.4793,detected,414.78
sample_0187,MmCows,Behavior_Drinking,RT-DETR-L,3,0.3591,detected,94.62
sample_0188,MmCows,Behavior_Drinking,YOLOv8s,2,0.8273,detected,26.65
sample_0188,MmCows,Behavior_Drinking,FasterRCNN_v2,5,0.9994,detected,424.45
sample_0188,MmCows,Behavior_Drinking,RT-DETR-L,7,0.9507,detected,94.29
sample_0189,MmCows,Behavior_Drinking,YOLOv8s,1,0.3054,detected,38.69
sample_0189,MmCows,Behavior_Drinking,FasterRCNN_v2,1,0.414,detected,381.96
sample_0189,MmCows,Behavior_Drinking,RT-DETR-L,0,,no_detection,93.64
sample_0190,MmCows,Behavior_Licking,YOLOv8s,0,,no_detection,17.71
sample_0190,MmCows,Behavior_Licking,FasterRCNN_v2,0,,no_detection,383.94
sample_0190,MmCows,Behavior_Licking,RT-DETR-L,1,0.3066,detected,93.88
sample_0191,MmCows,Behavior_Licking,YOLOv8s,1,0.8862,detected,23.94
sample_0191,MmCows,Behavior_Licking,FasterRCNN_v2,2,0.9895,detected,462.42
sample_0191,MmCows,Behavior_Licking,RT-DETR-L,1,0.9275,detected,94.72
sample_0192,MmCows,Behavior_Licking,YOLOv8s,2,0.3432,detected,27.53
sample_0192,MmCows,Behavior_Licking,FasterRCNN_v2,2,0.9676,detected,408.96
sample_0192,MmCows,Behavior_Licking,RT-DETR-L,5,0.8486,detected,95.16
sample_0193,MmCows,Behavior_Licking,YOLOv8s,1,0.7633,detected,26.58
sample_0193,MmCows,Behavior_Licking,FasterRCNN_v2,1,0.6323,detected,436.58
sample_0193,MmCows,Behavior_Licking,RT-DETR-L,1,0.923,detected,94.33
sample_0194,MmCows,Behavior_Licking,YOLOv8s,1,0.7452,detected,32.5
sample_0194,MmCows,Behavior_Licking,FasterRCNN_v2,2,0.9949,detected,408.69
sample_0194,MmCows,Behavior_Licking,RT-DETR-L,5,0.7832,detected,94.42
sample_0195,MmCows,Behavior_Licking,YOLOv8s,0,,no_detection,26.13
sample_0195,MmCows,Behavior_Licking,FasterRCNN_v2,1,0.3503,detected,393.83
sample_0195,MmCows,Behavior_Licking,RT-DETR-L,3,0.4159,detected,94.3
sample_0196,MmCows,Behavior_Licking,YOLOv8s,0,,no_detection,26.21
sample_0196,MmCows,Behavior_Licking,FasterRCNN_v2,1,0.3537,detected,350.04
sample_0196,MmCows,Behavior_Licking,RT-DETR-L,5,0.4964,detected,94.4
sample_0197,MmCows,Behavior_Licking,YOLOv8s,1,0.3978,detected,28.85
sample_0197,MmCows,Behavior_Licking,FasterRCNN_v2,2,0.9819,detected,394.87
sample_0197,MmCows,Behavior_Licking,RT-DETR-L,8,0.6486,detected,94.45
sample_0198,MmCows,Behavior_Licking,YOLOv8s,0,,no_detection,23.68
sample_0198,MmCows,Behavior_Licking,FasterRCNN_v2,2,0.9581,detected,437.12
sample_0198,MmCows,Behavior_Licking,RT-DETR-L,3,0.6802,detected,94.57
sample_0199,MmCows,Behavior_Licking,YOLOv8s,1,0.8812,detected,23.82
sample_0199,MmCows,Behavior_Licking,FasterRCNN_v2,2,0.9608,detected,461.86
sample_0199,MmCows,Behavior_Licking,RT-DETR-L,1,0.9355,detected,94.48
sample_0200,MmCows,Behavior_Licking,YOLOv8s,5,0.7922,detected,28.18
sample_0200,MmCows,Behavior_Licking,FasterRCNN_v2,6,0.9882,detected,482.99
sample_0200,MmCows,Behavior_Licking,RT-DETR-L,6,0.8474,detected,95.5
sample_0201,SideViewCows2026,ReID_parlor,YOLOv8s,1,0.9007,detected,22.41
sample_0201,SideViewCows2026,ReID_parlor,FasterRCNN_v2,5,0.9992,detected,474.11
sample_0201,SideViewCows2026,ReID_parlor,RT-DETR-L,3,0.9544,detected,94.25
sample_0202,SideViewCows2026,ReID_parlor,YOLOv8s,1,0.9497,detected,22.22
sample_0202,SideViewCows2026,ReID_parlor,FasterRCNN_v2,3,0.9979,detected,507.82
sample_0202,SideViewCows2026,ReID_parlor,RT-DETR-L,6,0.9768,detected,94.57
sample_0203,SideViewCows2026,ReID_parlor,YOLOv8s,2,0.9192,detected,29.05
sample_0203,SideViewCows2026,ReID_parlor,FasterRCNN_v2,5,0.9993,detected,425.44
sample_0203,SideViewCows2026,ReID_parlor,RT-DETR-L,6,0.9672,detected,94.15
sample_0204,SideViewCows2026,ReID_parlor,YOLOv8s,2,0.7719,detected,22.58
sample_0204,SideViewCows2026,ReID_parlor,FasterRCNN_v2,2,0.9978,detected,486.72
sample_0204,SideViewCows2026,ReID_parlor,RT-DETR-L,6,0.9211,detected,94.26
sample_0205,SideViewCows2026,ReID_parlor,YOLOv8s,2,0.9061,detected,25.72
sample_0205,SideViewCows2026,ReID_parlor,FasterRCNN_v2,4,0.9985,detected,455.55
sample_0205,SideViewCows2026,ReID_parlor,RT-DETR-L,5,0.9721,detected,94.15
sample_0206,SideViewCows2026,ReID_parlor,YOLOv8s,0,,no_detection,23.59
sample_0206,SideViewCows2026,ReID_parlor,FasterRCNN_v2,3,0.9517,detected,466.31
sample_0206,SideViewCows2026,ReID_parlor,RT-DETR-L,5,0.9224,detected,94.41
sample_0207,SideViewCows2026,ReID_parlor,YOLOv8s,3,0.8814,detected,23.98
sample_0207,SideViewCows2026,ReID_parlor,FasterRCNN_v2,2,0.7869,detected,481.65
sample_0207,SideViewCows2026,ReID_parlor,RT-DETR-L,16,0.9731,detected,94.0
sample_0208,SideViewCows2026,ReID_parlor,YOLOv8s,1,0.8765,detected,22.91
sample_0208,SideViewCows2026,ReID_parlor,FasterRCNN_v2,5,0.9996,detected,463.73
