sample_id,dataset,category_or_subset,model_name,num_detections,top_confidence,detection_status,inference_time_ms
sample_0208,SideViewCows2026,ReID_parlor,RT-DETR-L,5,0.9507,detected,94.49
sample_0209,SideViewCows2026,ReID_parlor,YOLOv8s,1,0.9094,detected,24.2
sample_0209,SideViewCows2026,ReID_parlor,FasterRCNN_v2,2,0.9914,detected,468.0
sample_0209,SideViewCows2026,ReID_parlor,RT-DETR-L,7,0.9766,detected,94.49
sample_0210,SideViewCows2026,ReID_parlor,YOLOv8s,2,0.8805,detected,23.08
sample_0210,SideViewCows2026,ReID_parlor,FasterRCNN_v2,1,0.9542,detected,471.14
sample_0210,SideViewCows2026,ReID_parlor,RT-DETR-L,5,0.9692,detected,125.71
sample_0211,SideViewCows2026,ReID_parlor,YOLOv8s,1,0.6444,detected,26.07
sample_0211,SideViewCows2026,ReID_parlor,FasterRCNN_v2,3,0.9991,detected,463.34
sample_0211,SideViewCows2026,ReID_parlor,RT-DETR-L,5,0.9292,detected,94.99
sample_0212,SideViewCows2026,ReID_parlor,YOLOv8s,1,0.9423,detected,24.2
sample_0212,SideViewCows2026,ReID_parlor,FasterRCNN_v2,2,0.9942,detected,494.67
sample_0212,SideViewCows2026,ReID_parlor,RT-DETR-L,7,0.9766,detected,93.33
sample_0213,SideViewCows2026,ReID_parlor,YOLOv8s,1,0.5085,detected,23.26
sample_0213,SideViewCows2026,ReID_parlor,FasterRCNN_v2,1,0.5706,detected,488.78
sample_0213,SideViewCows2026,ReID_parlor,RT-DETR-L,2,0.9729,detected,93.58
sample_0214,SideViewCows2026,ReID_parlor,YOLOv8s,1,0.8994,detected,21.02
sample_0214,SideViewCows2026,ReID_parlor,FasterRCNN_v2,2,0.9853,detected,488.87
sample_0214,SideViewCows2026,ReID_parlor,RT-DETR-L,7,0.9642,detected,94.07
sample_0215,SideViewCows2026,ReID_parlor,YOLOv8s,3,0.9048,detected,22.53
sample_0215,SideViewCows2026,ReID_parlor,FasterRCNN_v2,5,0.9991,detected,468.51
sample_0215,SideViewCows2026,ReID_parlor,RT-DETR-L,7,0.976,detected,94.58
sample_0216,SideViewCows2026,ReID_parlor,YOLOv8s,2,0.9482,detected,22.27
sample_0216,SideViewCows2026,ReID_parlor,FasterRCNN_v2,2,0.9994,detected,483.7
sample_0216,SideViewCows2026,ReID_parlor,RT-DETR-L,4,0.9765,detected,93.6
sample_0217,SideViewCows2026,ReID_parlor,YOLOv8s,1,0.8239,detected,22.8
sample_0217,SideViewCows2026,ReID_parlor,FasterRCNN_v2,3,0.9983,detected,506.59
sample_0217,SideViewCows2026,ReID_parlor,RT-DETR-L,9,0.9653,detected,94.25
sample_0218,SideViewCows2026,ReID_parlor,YOLOv8s,1,0.622,detected,21.05
sample_0218,SideViewCows2026,ReID_parlor,FasterRCNN_v2,1,0.4476,detected,506.33
sample_0218,SideViewCows2026,ReID_parlor,RT-DETR-L,1,0.9425,detected,94.32
sample_0219,SideViewCows2026,ReID_parlor,YOLOv8s,2,0.6029,detected,24.26
sample_0219,SideViewCows2026,ReID_parlor,FasterRCNN_v2,2,0.8648,detected,510.65
sample_0219,SideViewCows2026,ReID_parlor,RT-DETR-L,9,0.9385,detected,93.52
sample_0220,SideViewCows2026,ReID_parlor,YOLOv8s,3,0.8654,detected,21.43
sample_0220,SideViewCows2026,ReID_parlor,FasterRCNN_v2,3,0.9037,detected,502.07
sample_0220,SideViewCows2026,ReID_parlor,RT-DETR-L,5,0.9453,detected,94.82
sample_0221,SideViewCows2026,ReID_parlor,YOLOv8s,5,0.8836,detected,20.58
sample_0221,SideViewCows2026,ReID_parlor,FasterRCNN_v2,12,0.9972,detected,489.1
sample_0221,SideViewCows2026,ReID_parlor,RT-DETR-L,17,0.9329,detected,93.87
sample_0222,SideViewCows2026,ReID_parlor,YOLOv8s,4,0.913,detected,20.51
sample_0222,SideViewCows2026,ReID_parlor,FasterRCNN_v2,7,0.9991,detected,491.95
sample_0222,SideViewCows2026,ReID_parlor,RT-DETR-L,18,0.9707,detected,94.43
sample_0223,SideViewCows2026,ReID_parlor,YOLOv8s,2,0.8118,detected,32.45
sample_0223,SideViewCows2026,ReID_parlor,FasterRCNN_v2,2,0.9889,detected,453.01
sample_0223,SideViewCows2026,ReID_parlor,RT-DETR-L,7,0.9292,detected,94.9
sample_0224,SideViewCows2026,ReID_parlor,YOLOv8s,1,0.9458,detected,22.92
sample_0224,SideViewCows2026,ReID_parlor,FasterRCNN_v2,1,0.9747,detected,466.8
sample_0224,SideViewCows2026,ReID_parlor,RT-DETR-L,2,0.9786,detected,94.78
sample_0225,SideViewCows2026,ReID_parlor,YOLOv8s,2,0.905,detected,23.91
sample_0225,SideViewCows2026,ReID_parlor,FasterRCNN_v2,1,0.9969,detected,477.45
sample_0225,SideViewCows2026,ReID_parlor,RT-DETR-L,8,0.9728,detected,94.08
sample_0226,SideViewCows2026,ReID_parlor,YOLOv8s,0,,no_detection,25.58
sample_0226,SideViewCows2026,ReID_parlor,FasterRCNN_v2,1,0.9979,detected,440.38
sample_0226,SideViewCows2026,ReID_parlor,RT-DETR-L,3,0.9226,detected,94.08
sample_0227,SideViewCows2026,ReID_parlor,YOLOv8s,3,0.6616,detected,23.74
sample_0227,SideViewCows2026,ReID_parlor,FasterRCNN_v2,1,0.6,detected,456.85
sample_0227,SideViewCows2026,ReID_parlor,RT-DETR-L,8,0.9749,detected,94.09
sample_0228,SideViewCows2026,ReID_parlor,YOLOv8s,1,0.9247,detected,22.41
sample_0228,SideViewCows2026,ReID_parlor,FasterRCNN_v2,6,0.9942,detected,465.48
sample_0228,SideViewCows2026,ReID_parlor,RT-DETR-L,13,0.9579,detected,93.39
sample_0229,SideViewCows2026,ReID_parlor,YOLOv8s,0,,no_detection,20.0
sample_0229,SideViewCows2026,ReID_parlor,FasterRCNN_v2,0,,no_detection,487.39
sample_0229,SideViewCows2026,ReID_parlor,RT-DETR-L,3,0.9605,detected,94.65
sample_0230,SideViewCows2026,ReID_parlor,YOLOv8s,3,0.7306,detected,23.05
sample_0230,SideViewCows2026,ReID_parlor,FasterRCNN_v2,2,0.9863,detected,456.62
sample_0230,SideViewCows2026,ReID_parlor,RT-DETR-L,1,0.9299,detected,94.0
sample_0231,SideViewCows2026,ReID_parlor,YOLOv8s,1,0.9556,detected,24.15
sample_0231,SideViewCows2026,ReID_parlor,FasterRCNN_v2,4,0.9971,detected,508.62
sample_0231,SideViewCows2026,ReID_parlor,RT-DETR-L,8,0.9732,detected,93.91
sample_0232,SideViewCows2026,ReID_parlor,YOLOv8s,3,0.8183,detected,30.06
sample_0232,SideViewCows2026,ReID_parlor,FasterRCNN_v2,5,0.9973,detected,427.23
sample_0232,SideViewCows2026,ReID_parlor,RT-DETR-L,3,0.9558,detected,94.55
sample_0233,SideViewCows2026,ReID_parlor,YOLOv8s,1,0.8693,detected,20.28
sample_0233,SideViewCows2026,ReID_parlor,FasterRCNN_v2,1,0.9727,detected,431.41
sample_0233,SideViewCows2026,ReID_parlor,RT-DETR-L,4,0.9669,detected,94.02
sample_0234,SideViewCows2026,ReID_parlor,YOLOv8s,1,0.3221,detected,25.56
sample_0234,SideViewCows2026,ReID_parlor,FasterRCNN_v2,1,0.9989,detected,438.02
sample_0234,SideViewCows2026,ReID_parlor,RT-DETR-L,3,0.9774,detected,94.29
sample_0235,SideViewCows2026,ReID_parlor,YOLOv8s,3,0.817,detected,22.56
sample_0235,SideViewCows2026,ReID_parlor,FasterRCNN_v2,6,0.9616,detected,492.53
sample_0235,SideViewCows2026,ReID_parlor,RT-DETR-L,9,0.9365,detected,94.64
sample_0236,SideViewCows2026,ReID_parlor,YOLOv8s,2,0.9298,detected,29.14
sample_0236,SideViewCows2026,ReID_parlor,FasterRCNN_v2,2,0.9977,detected,488.19
sample_0236,SideViewCows2026,ReID_parlor,RT-DETR-L,4,0.9736,detected,94.35
sample_0237,SideViewCows2026,ReID_parlor,YOLOv8s,1,0.7768,detected,20.81
sample_0237,SideViewCows2026,ReID_parlor,FasterRCNN_v2,1,0.6536,detected,514.63
sample_0237,SideViewCows2026,ReID_parlor,RT-DETR-L,8,0.9732,detected,94.99
sample_0238,SideViewCows2026,ReID_parlor,YOLOv8s,3,0.6903,detected,30.65
sample_0238,SideViewCows2026,ReID_parlor,FasterRCNN_v2,5,0.9986,detected,413.2
sample_0238,SideViewCows2026,ReID_parlor,RT-DETR-L,2,0.9414,detected,95.2
sample_0239,SideViewCows2026,ReID_parlor,YOLOv8s,1,0.8537,detected,23.19
sample_0239,SideViewCows2026,ReID_parlor,FasterRCNN_v2,2,0.9988,detected,459.73
sample_0239,SideViewCows2026,ReID_parlor,RT-DETR-L,3,0.9758,detected,93.78
sample_0240,SideViewCows2026,ReID_parlor,YOLOv8s,5,0.8481,detected,23.94
sample_0240,SideViewCows2026,ReID_parlor,FasterRCNN_v2,12,0.9971,detected,473.96
sample_0240,SideViewCows2026,ReID_parlor,RT-DETR-L,23,0.9602,detected,93.77
sample_0241,SideViewCows2026,ReID_barn,YOLOv8s,1,0.9456,detected,27.86
sample_0241,SideViewCows2026,ReID_barn,FasterRCNN_v2,1,0.9966,detected,509.99
sample_0241,SideViewCows2026,ReID_barn,RT-DETR-L,1,0.9799,detected,94.83
sample_0242,SideViewCows2026,ReID_barn,YOLOv8s,2,0.8609,detected,29.19
sample_0242,SideViewCows2026,ReID_barn,FasterRCNN_v2,18,0.9993,detected,504.97
sample_0242,SideViewCows2026,ReID_barn,RT-DETR-L,11,0.9755,detected,93.53
sample_0243,SideViewCows2026,ReID_barn,YOLOv8s,7,0.8678,detected,25.66
sample_0243,SideViewCows2026,ReID_barn,FasterRCNN_v2,18,0.9996,detected,505.81
sample_0243,SideViewCows2026,ReID_barn,RT-DETR-L,22,0.9739,detected,93.06
sample_0244,SideViewCows2026,ReID_barn,YOLOv8s,1,0.9264,detected,23.21
sample_0244,SideViewCows2026,ReID_barn,FasterRCNN_v2,2,0.9997,detected,502.94
sample_0244,SideViewCows2026,ReID_barn,RT-DETR-L,1,0.9763,detected,94.45
sample_0245,SideViewCows2026,ReID_barn,YOLOv8s,2,0.9192,detected,23.81
sample_0245,SideViewCows2026,ReID_barn,FasterRCNN_v2,4,0.9998,detected,504.17
sample_0245,SideViewCows2026,ReID_barn,RT-DETR-L,2,0.9791,detected,95.16
sample_0246,SideViewCows2026,ReID_barn,YOLOv8s,3,0.8601,detected,23.05
sample_0246,SideViewCows2026,ReID_barn,FasterRCNN_v2,4,0.9989,detected,506.58
sample_0246,SideViewCows2026,ReID_barn,RT-DETR-L,8,0.9773,detected,94.6
sample_0247,SideViewCows2026,ReID_barn,YOLOv8s,3,0.9152,detected,24.11
sample_0247,SideViewCows2026,ReID_barn,FasterRCNN_v2,9,0.9992,detected,501.88
sample_0247,SideViewCows2026,ReID_barn,RT-DETR-L,9,0.9743,detected,94.12
sample_0248,SideViewCows2026,ReID_barn,YOLOv8s,4,0.8645,detected,24.1
sample_0248,SideViewCows2026,ReID_barn,FasterRCNN_v2,19,0.9995,detected,505.91
sample_0248,SideViewCows2026,ReID_barn,RT-DETR-L,22,0.9569,detected,93.37
sample_0249,SideViewCows2026,ReID_barn,YOLOv8s,1,0.8767,detected,24.59
sample_0249,SideViewCows2026,ReID_barn,FasterRCNN_v2,3,0.9979,detected,508.98
sample_0249,SideViewCows2026,ReID_barn,RT-DETR-L,4,0.9774,detected,94.81
sample_0250,SideViewCows2026,ReID_barn,YOLOv8s,1,0.9037,detected,22.93
sample_0250,SideViewCows2026,ReID_barn,FasterRCNN_v2,3,0.9994,detected,505.97
sample_0250,SideViewCows2026,ReID_barn,RT-DETR-L,2,0.9804,detected,95.31
sample_0251,SideViewCows2026,ReID_barn,YOLOv8s,1,0.9203,detected,23.52
sample_0251,SideViewCows2026,ReID_barn,FasterRCNN_v2,1,0.9998,detected,501.32
sample_0251,SideViewCows2026,ReID_barn,RT-DETR-L,1,0.9726,detected,94.91
sample_0252,SideViewCows2026,ReID_barn,YOLOv8s,7,0.8541,detected,23.47
sample_0252,SideViewCows2026,ReID_barn,FasterRCNN_v2,14,0.9994,detected,504.2
sample_0252,SideViewCows2026,ReID_barn,RT-DETR-L,25,0.9658,detected,93.58
sample_0253,SideViewCows2026,ReID_barn,YOLOv8s,2,0.9183,detected,23.76
sample_0253,SideViewCows2026,ReID_barn,FasterRCNN_v2,8,0.9997,detected,506.37
sample_0253,SideViewCows2026,ReID_barn,RT-DETR-L,13,0.9787,detected,94.13
sample_0254,SideViewCows2026,ReID_barn,YOLOv8s,4,0.9226,detected,23.69
sample_0254,SideViewCows2026,ReID_barn,FasterRCNN_v2,10,0.9997,detected,505.29
sample_0254,SideViewCows2026,ReID_barn,RT-DETR-L,11,0.9744,detected,93.67
sample_0255,SideViewCows2026,ReID_barn,YOLOv8s,2,0.8946,detected,23.16
sample_0255,SideViewCows2026,ReID_barn,FasterRCNN_v2,19,0.9998,detected,506.63
sample_0255,SideViewCows2026,ReID_barn,RT-DETR-L,3,0.9767,detected,93.37
sample_0256,SideViewCows2026,ReID_barn,YOLOv8s,4,0.9065,detected,23.28
sample_0256,SideViewCows2026,ReID_barn,FasterRCNN_v2,9,0.9976,detected,505.06
sample_0256,SideViewCows2026,ReID_barn,RT-DETR-L,10,0.9764,detected,94.48
sample_0257,SideViewCows2026,ReID_barn,YOLOv8s,6,0.8425,detected,23.31
sample_0257,SideViewCows2026,ReID_barn,FasterRCNN_v2,21,0.9995,detected,503.35
sample_0257,SideViewCows2026,ReID_barn,RT-DETR-L,20,0.9431,detected,94.73
sample_0258,SideViewCows2026,ReID_barn,YOLOv8s,2,0.9075,detected,23.45
sample_0258,SideViewCows2026,ReID_barn,FasterRCNN_v2,2,0.9997,detected,510.2
sample_0258,SideViewCows2026,ReID_barn,RT-DETR-L,2,0.9676,detected,94.25
sample_0259,SideViewCows2026,ReID_barn,YOLOv8s,3,0.8841,detected,23.45
sample_0259,SideViewCows2026,ReID_barn,FasterRCNN_v2,9,0.999,detected,502.65
sample_0259,SideViewCows2026,ReID_barn,RT-DETR-L,14,0.9771,detected,94.05
sample_0260,SideViewCows2026,ReID_barn,YOLOv8s,1,0.8734,detected,22.23
sample_0260,SideViewCows2026,ReID_barn,FasterRCNN_v2,2,0.9997,detected,504.42
sample_0260,SideViewCows2026,ReID_barn,RT-DETR-L,1,0.965,detected,94.1
sample_0261,SideViewCows2026,ReID_barn,YOLOv8s,3,0.8965,detected,23.57
sample_0261,SideViewCows2026,ReID_barn,FasterRCNN_v2,12,0.9992,detected,507.34
sample_0261,SideViewCows2026,ReID_barn,RT-DETR-L,21,0.9537,detected,94.78
sample_0262,SideViewCows2026,ReID_barn,YOLOv8s,2,0.8968,detected,23.14
sample_0262,SideViewCows2026,ReID_barn,FasterRCNN_v2,3,0.9994,detected,508.78
sample_0262,SideViewCows2026,ReID_barn,RT-DETR-L,8,0.9691,detected,93.88
sample_0263,SideViewCows2026,ReID_barn,YOLOv8s,2,0.932,detected,23.41
sample_0263,SideViewCows2026,ReID_barn,FasterRCNN_v2,6,0.9995,detected,507.25
sample_0263,SideViewCows2026,ReID_barn,RT-DETR-L,5,0.9764,detected,95.16
sample_0264,SideViewCows2026,ReID_barn,YOLOv8s,2,0.9174,detected,23.05
sample_0264,SideViewCows2026,ReID_barn,FasterRCNN_v2,5,0.9997,detected,506.35
sample_0264,SideViewCows2026,ReID_barn,RT-DETR-L,3,0.976,detected,92.87
sample_0265,SideViewCows2026,ReID_barn,YOLOv8s,5,0.9028,detected,22.38
sample_0265,SideViewCows2026,ReID_barn,FasterRCNN_v2,25,0.9996,detected,502.81
sample_0265,SideViewCows2026,ReID_barn,RT-DETR-L,23,0.9731,detected,93.1
sample_0266,SideViewCows2026,ReID_barn,YOLOv8s,2,0.9157,detected,22.93
sample_0266,SideViewCows2026,ReID_barn,FasterRCNN_v2,2,0.9994,detected,507.59
sample_0266,SideViewCows2026,ReID_barn,RT-DETR-L,11,0.9753,detected,94.61
sample_0267,SideViewCows2026,ReID_barn,YOLOv8s,4,0.892,detected,23.37
sample_0267,SideViewCows2026,ReID_barn,FasterRCNN_v2,16,0.998,detected,503.17
sample_0267,SideViewCows2026,ReID_barn,RT-DETR-L,20,0.9769,detected,92.29
sample_0268,SideViewCows2026,ReID_barn,YOLOv8s,4,0.9053,detected,23.04
sample_0268,SideViewCows2026,ReID_barn,FasterRCNN_v2,5,0.9992,detected,506.47
sample_0268,SideViewCows2026,ReID_barn,RT-DETR-L,12,0.9786,detected,93.39
sample_0269,SideViewCows2026,ReID_barn,YOLOv8s,4,0.9206,detected,24.1
sample_0269,SideViewCows2026,ReID_barn,FasterRCNN_v2,8,0.9995,detected,505.05
sample_0269,SideViewCows2026,ReID_barn,RT-DETR-L,11,0.974,detected,94.43
sample_0270,SideViewCows2026,ReID_barn,YOLOv8s,4,0.8772,detected,22.72
sample_0270,SideViewCows2026,ReID_barn,FasterRCNN_v2,14,0.9993,detected,505.53
sample_0270,SideViewCows2026,ReID_barn,RT-DETR-L,15,0.9709,detected,94.03
sample_0271,SideViewCows2026,ReID_barn,YOLOv8s,1,0.9022,detected,22.91
sample_0271,SideViewCows2026,ReID_barn,FasterRCNN_v2,2,0.9981,detected,507.53
sample_0271,SideViewCows2026,ReID_barn,RT-DETR-L,1,0.9774,detected,94.75
sample_0272,SideViewCows2026,ReID_barn,YOLOv8s,4,0.871,detected,23.55
sample_0272,SideViewCows2026,ReID_barn,FasterRCNN_v2,11,0.9996,detected,507.6
sample_0272,SideViewCows2026,ReID_barn,RT-DETR-L,8,0.9747,detected,93.85
sample_0273,SideViewCows2026,ReID_barn,YOLOv8s,2,0.903,detected,22.94
sample_0273,SideViewCows2026,ReID_barn,FasterRCNN_v2,8,0.9994,detected,505.4
sample_0273,SideViewCows2026,ReID_barn,RT-DETR-L,19,0.9658,detected,93.29
sample_0274,SideViewCows2026,ReID_barn,YOLOv8s,3,0.8753,detected,23.07
sample_0274,SideViewCows2026,ReID_barn,FasterRCNN_v2,13,0.9992,detected,509.3
sample_0274,SideViewCows2026,ReID_barn,RT-DETR-L,17,0.9687,detected,94.19
sample_0275,SideViewCows2026,ReID_barn,YOLOv8s,3,0.9001,detected,23.11
sample_0275,SideViewCows2026,ReID_barn,FasterRCNN_v2,6,0.9996,detected,505.51
sample_0275,SideViewCows2026,ReID_barn,RT-DETR-L,3,0.9786,detected,94.96
sample_0276,SideViewCows2026,ReID_barn,YOLOv8s,4,0.9239,detected,22.84
sample_0276,SideViewCows2026,ReID_barn,FasterRCNN_v2,20,0.9995,detected,506.65
sample_0276,SideViewCows2026,ReID_barn,RT-DETR-L,26,0.9576,detected,93.73
sample_0277,SideViewCows2026,ReID_barn,YOLOv8s,3,0.9477,detected,23.0
sample_0277,SideViewCows2026,ReID_barn,FasterRCNN_v2,9,0.9997,detected,507.83
sample_0277,SideViewCows2026,ReID_barn,RT-DETR-L,11,0.9584,detected,94.53
sample_0278,SideViewCows2026,ReID_barn,YOLOv8s,2,0.8994,detected,22.62
sample_0278,SideViewCows2026,ReID_barn,FasterRCNN_v2,3,0.9997,detected,507.7
sample_0278,SideViewCows2026,ReID_barn,RT-DETR-L,2,0.9808,detected,95.0
sample_0279,SideViewCows2026,ReID_barn,YOLOv8s,4,0.9026,detected,22.96
sample_0279,SideViewCows2026,ReID_barn,FasterRCNN_v2,21,0.9996,detected,501.62
sample_0279,SideViewCows2026,ReID_barn,RT-DETR-L,28,0.9777,detected,92.65
sample_0280,SideViewCows2026,ReID_barn,YOLOv8s,5,0.9367,detected,23.18
sample_0280,SideViewCows2026,ReID_barn,FasterRCNN_v2,4,0.9988,detected,504.01
sample_0280,SideViewCows2026,ReID_barn,RT-DETR-L,6,0.9802,detected,95.29
sample_0281,SideViewCows2026,ReID_snapshots,YOLOv8s,4,0.9048,detected,32.03
sample_0281,SideViewCows2026,ReID_snapshots,FasterRCNN_v2,6,0.9996,detected,413.62
sample_0281,SideViewCows2026,ReID_snapshots,RT-DETR-L,6,0.9666,detected,94.22
sample_0282,SideViewCows2026,ReID_snapshots,YOLOv8s,1,0.8142,detected,29.57
sample_0282,SideViewCows2026,ReID_snapshots,FasterRCNN_v2,1,0.9976,detected,410.91
sample_0282,SideViewCows2026,ReID_snapshots,RT-DETR-L,1,0.9753,detected,94.8
sample_0283,SideViewCows2026,ReID_snapshots,YOLOv8s,1,0.8961,detected,30.73
sample_0283,SideViewCows2026,ReID_snapshots,FasterRCNN_v2,3,0.9999,detected,415.43
sample_0283,SideViewCows2026,ReID_snapshots,RT-DETR-L,1,0.9732,detected,93.76
sample_0284,SideViewCows2026,ReID_snapshots,YOLOv8s,1,0.8965,detected,30.13
sample_0284,SideViewCows2026,ReID_snapshots,FasterRCNN_v2,1,0.9997,detected,409.94
sample_0284,SideViewCows2026,ReID_snapshots,RT-DETR-L,2,0.9696,detected,93.82
sample_0285,SideViewCows2026,ReID_snapshots,YOLOv8s,3,0.7917,detected,29.99
sample_0285,SideViewCows2026,ReID_snapshots,FasterRCNN_v2,3,0.9994,detected,412.28
sample_0285,SideViewCows2026,ReID_snapshots,RT-DETR-L,5,0.9577,detected,92.72
sample_0286,SideViewCows2026,ReID_snapshots,YOLOv8s,5,0.9234,detected,31.53
sample_0286,SideViewCows2026,ReID_snapshots,FasterRCNN_v2,18,0.9994,detected,408.37
sample_0286,SideViewCows2026,ReID_snapshots,RT-DETR-L,14,0.975,detected,93.06
sample_0287,SideViewCows2026,ReID_snapshots,YOLOv8s,2,0.9222,detected,30.96
sample_0287,SideViewCows2026,ReID_snapshots,FasterRCNN_v2,3,0.9975,detected,412.08
sample_0287,SideViewCows2026,ReID_snapshots,RT-DETR-L,6,0.9742,detected,94.24
sample_0288,SideViewCows2026,ReID_snapshots,YOLOv8s,1,0.9305,detected,29.76
sample_0288,SideViewCows2026,ReID_snapshots,FasterRCNN_v2,1,0.9992,detected,410.14
sample_0288,SideViewCows2026,ReID_snapshots,RT-DETR-L,5,0.9769,detected,94.84
sample_0289,SideViewCows2026,ReID_snapshots,YOLOv8s,1,0.8673,detected,30.52
sample_0289,SideViewCows2026,ReID_snapshots,FasterRCNN_v2,11,0.9997,detected,411.23
sample_0289,SideViewCows2026,ReID_snapshots,RT-DETR-L,5,0.9706,detected,93.78
sample_0290,SideViewCows2026,ReID_snapshots,YOLOv8s,4,0.8992,detected,30.38
sample_0290,SideViewCows2026,ReID_snapshots,FasterRCNN_v2,21,0.999,detected,409.8
sample_0290,SideViewCows2026,ReID_snapshots,RT-DETR-L,7,0.9734,detected,93.45
sample_0291,SideViewCows2026,ReID_snapshots,YOLOv8s,6,0.8728,detected,29.73
sample_0291,SideViewCows2026,ReID_snapshots,FasterRCNN_v2,8,0.9992,detected,410.06
sample_0291,SideViewCows2026,ReID_snapshots,RT-DETR-L,8,0.972,detected,93.62
sample_0292,SideViewCows2026,ReID_snapshots,YOLOv8s,3,0.8971,detected,31.16
sample_0292,SideViewCows2026,ReID_snapshots,FasterRCNN_v2,10,0.9995,detected,413.9
sample_0292,SideViewCows2026,ReID_snapshots,RT-DETR-L,8,0.955,detected,92.83
sample_0293,SideViewCows2026,ReID_snapshots,YOLOv8s,1,0.9278,detected,29.51
sample_0293,SideViewCows2026,ReID_snapshots,FasterRCNN_v2,1,0.9996,detected,412.61
sample_0293,SideViewCows2026,ReID_snapshots,RT-DETR-L,1,0.9697,detected,93.48
sample_0294,SideViewCows2026,ReID_snapshots,YOLOv8s,4,0.891,detected,30.07
sample_0294,SideViewCows2026,ReID_snapshots,FasterRCNN_v2,23,0.9986,detected,411.06
sample_0294,SideViewCows2026,ReID_snapshots,RT-DETR-L,15,0.9585,detected,93.16
sample_0295,SideViewCows2026,ReID_snapshots,YOLOv8s,3,0.8836,detected,29.85
sample_0295,SideViewCows2026,ReID_snapshots,FasterRCNN_v2,7,0.9994,detected,413.29
sample_0295,SideViewCows2026,ReID_snapshots,RT-DETR-L,8,0.9708,detected,94.78
sample_0296,SideViewCows2026,ReID_snapshots,YOLOv8s,1,0.9262,detected,30.34
sample_0296,SideViewCows2026,ReID_snapshots,FasterRCNN_v2,1,0.9994,detected,415.48
sample_0296,SideViewCows2026,ReID_snapshots,RT-DETR-L,2,0.971,detected,94.25
sample_0297,SideViewCows2026,ReID_snapshots,YOLOv8s,1,0.8969,detected,29.23
sample_0297,SideViewCows2026,ReID_snapshots,FasterRCNN_v2,2,0.9986,detected,412.05
sample_0297,SideViewCows2026,ReID_snapshots,RT-DETR-L,1,0.9769,detected,94.58
sample_0298,SideViewCows2026,ReID_snapshots,YOLOv8s,1,0.9412,detected,29.84
sample_0298,SideViewCows2026,ReID_snapshots,FasterRCNN_v2,1,0.9914,detected,412.05
sample_0298,SideViewCows2026,ReID_snapshots,RT-DETR-L,4,0.9775,detected,94.28
sample_0299,SideViewCows2026,ReID_snapshots,YOLOv8s,1,0.9613,detected,29.94
sample_0299,SideViewCows2026,ReID_snapshots,FasterRCNN_v2,2,0.9889,detected,412.78
sample_0299,SideViewCows2026,ReID_snapshots,RT-DETR-L,1,0.9717,detected,94.52
sample_0300,SideViewCows2026,ReID_snapshots,YOLOv8s,1,0.9167,detected,29.67
sample_0300,SideViewCows2026,ReID_snapshots,FasterRCNN_v2,2,0.9986,detected,411.84
sample_0300,SideViewCows2026,ReID_snapshots,RT-DETR-L,1,0.9771,detected,94.09
